ID,Field,latitude,longitude,year,Crop,planting_date,obs_planting_delta,Point,State
ID_37.0_-98.0,Field_37.0_-98.0,37.0,-98.0,2021,Corn,4/28/2021,96,POINT (-98 37),Kansas
ID_37.0_-98.25,Field_37.0_-98.25,37.0,-98.25,2021,Corn,5/2/2021,99,POINT (-98.25 37),Kansas
ID_37.0_-98.5,Field_37.0_-98.5,37.0,-98.5,2021,Corn,5/4/2021,100,POINT (-98.5 37),Kansas
ID_37.0_-98.75,Field_37.0_-98.75,37.0,-98.75,2021,Corn,5/4/2021,101,POINT (-98.75 37),Kansas
ID_37.0_-99.0,Field_37.0_-99.0,37.0,-99.0,2021,Corn,4/28/2021,109,POINT (-99 37),Kansas
ID_37.0_-99.25,Field_37.0_-99.25,37.0,-99.25,2021,Corn,5/20/2021,90,POINT (-99.25 37),Kansas
ID_37.0_-99.5,Field_37.0_-99.5,37.0,-99.5,2021,Corn,5/20/2021,92,POINT (-99.5 37),Kansas
ID_37.25_-100.0,Field_37.25_-100.0,37.25,-100.0,2021,Corn,6/6/2021,89,POINT (-100 37.25),Kansas
ID_37.25_-100.75,Field_37.25_-100.75,37.25,-100.75,2021,Corn,5/16/2021,100,POINT (-100.75 37.25),Kansas
ID_37.25_-101.0,Field_37.25_-101.0,37.25,-101.0,2021,Corn,5/24/2021,94,POINT (-101 37.25),Kansas
ID_37.25_-101.25,Field_37.25_-101.25,37.25,-101.25,2021,Corn,5/24/2021,94,POINT (-101.25 37.25),Kansas
ID_37.25_-101.5,Field_37.25_-101.5,37.25,-101.5,2021,Corn,5/24/2021,94,POINT (-101.5 37.25),Kansas
ID_37.25_-102.0,Field_37.25_-102.0,37.25,-102.0,2021,Corn,5/30/2021,89,POINT (-102 37.25),Kansas
ID_37.25_-88.5,Field_37.25_-88.5,37.25,-88.5,2021,Corn,5/10/2021,99,POINT (-88.5 37.25),Illinois
ID_37.25_-88.75,Field_37.25_-88.75,37.25,-88.75,2021,Corn,5/16/2021,97,POINT (-88.75 37.25),Illinois
ID_37.25_-89.0,Field_37.25_-89.0,37.25,-89.0,2021,Corn,5/4/2021,103,POINT (-89 37.25),Illinois
ID_37.25_-89.25,Field_37.25_-89.25,37.25,-89.25,2021,Corn,5/5/2021,102,POINT (-89.25 37.25),Illinois
ID_37.25_-89.5,Field_37.25_-89.5,37.25,-89.5,2021,Corn,5/5/2021,105,POINT (-89.5 37.25),Missouri
ID_37.25_-89.75,Field_37.25_-89.75,37.25,-89.75,2021,Corn,5/17/2021,97,POINT (-89.75 37.25),Missouri
ID_37.25_-90.0,Field_37.25_-90.0,37.25,-90.0,2021,Corn,5/18/2021,97,POINT (-90 37.25),Missouri
ID_37.25_-90.25,Field_37.25_-90.25,37.25,-90.25,2021,Corn,5/5/2021,110,POINT (-90.25 37.25),Missouri
ID_37.25_-90.75,Field_37.25_-90.75,37.25,-90.75,2021,Corn,5/19/2021,104,POINT (-90.75 37.25),Missouri
ID_37.25_-91.0,Field_37.25_-91.0,37.25,-91.0,2021,Corn,5/19/2021,104,POINT (-91 37.25),Missouri
ID_37.25_-91.25,Field_37.25_-91.25,37.25,-91.25,2021,Corn,5/20/2021,104,POINT (-91.25 37.25),Missouri
ID_37.25_-91.5,Field_37.25_-91.5,37.25,-91.5,2021,Corn,5/20/2021,106,POINT (-91.5 37.25),Missouri
ID_37.25_-91.75,Field_37.25_-91.75,37.25,-91.75,2021,Corn,5/20/2021,106,POINT (-91.75 37.25),Missouri
ID_37.25_-92.25,Field_37.25_-92.25,37.25,-92.25,2021,Corn,5/19/2021,105,POINT (-92.25 37.25),Missouri
ID_37.25_-92.5,Field_37.25_-92.5,37.25,-92.5,2021,Corn,5/20/2021,105,POINT (-92.5 37.25),Missouri
ID_37.25_-92.75,Field_37.25_-92.75,37.25,-92.75,2021,Corn,5/20/2021,105,POINT (-92.75 37.25),Missouri
ID_37.25_-93.0,Field_37.25_-93.0,37.25,-93.0,2021,Corn,5/20/2021,104,POINT (-93 37.25),Missouri
ID_37.25_-93.25,Field_37.25_-93.25,37.25,-93.25,2021,Corn,5/4/2021,100,POINT (-93.25 37.25),Missouri
ID_37.25_-93.5,Field_37.25_-93.5,37.25,-93.5,2021,Corn,5/4/2021,99,POINT (-93.5 37.25),Missouri
ID_37.25_-93.75,Field_37.25_-93.75,37.25,-93.75,2021,Corn,5/5/2021,104,POINT (-93.75 37.25),Missouri
ID_37.25_-94.0,Field_37.25_-94.0,37.25,-94.0,2021,Corn,5/4/2021,105,POINT (-94 37.25),Missouri
ID_37.25_-94.75,Field_37.25_-94.75,37.25,-94.75,2021,Corn,4/13/2021,114,POINT (-94.75 37.25),Kansas
ID_37.25_-95.0,Field_37.25_-95.0,37.25,-95.0,2021,Corn,5/1/2021,100,POINT (-95 37.25),Kansas
ID_37.25_-95.25,Field_37.25_-95.25,37.25,-95.25,2021,Corn,5/1/2021,100,POINT (-95.25 37.25),Kansas
ID_37.25_-95.5,Field_37.25_-95.5,37.25,-95.5,2021,Corn,5/1/2021,99,POINT (-95.5 37.25),Kansas
ID_37.25_-95.75,Field_37.25_-95.75,37.25,-95.75,2021,Corn,4/28/2021,100,POINT (-95.75 37.25),Kansas
ID_37.25_-96.5,Field_37.25_-96.5,37.25,-96.5,2021,Corn,5/21/2021,98,POINT (-96.5 37.25),Kansas
ID_37.25_-97.25,Field_37.25_-97.25,37.25,-97.25,2021,Corn,5/4/2021,101,POINT (-97.25 37.25),Kansas
ID_37.25_-97.75,Field_37.25_-97.75,37.25,-97.75,2021,Corn,5/3/2021,91,POINT (-97.75 37.25),Kansas
ID_37.25_-98.0,Field_37.25_-98.0,37.25,-98.0,2021,Corn,5/3/2021,92,POINT (-98 37.25),Kansas
ID_37.25_-98.25,Field_37.25_-98.25,37.25,-98.25,2021,Corn,5/3/2021,93,POINT (-98.25 37.25),Kansas
ID_37.25_-99.0,Field_37.25_-99.0,37.25,-99.0,2021,Corn,5/6/2021,104,POINT (-99 37.25),Kansas
ID_37.25_-99.5,Field_37.25_-99.5,37.25,-99.5,2021,Corn,6/6/2021,88,POINT (-99.5 37.25),Kansas
ID_37.25_-99.75,Field_37.25_-99.75,37.25,-99.75,2021,Corn,6/6/2021,88,POINT (-99.75 37.25),Kansas
ID_37.5_-100.0,Field_37.5_-100.0,37.5,-100.0,2021,Corn,5/17/2021,98,POINT (-100 37.5),Kansas
ID_37.5_-100.25,Field_37.5_-100.25,37.5,-100.25,2021,Corn,5/17/2021,95,POINT (-100.25 37.5),Kansas
ID_37.5_-100.5,Field_37.5_-100.5,37.5,-100.5,2021,Corn,5/17/2021,95,POINT (-100.5 37.5),Kansas
ID_37.5_-100.75,Field_37.5_-100.75,37.5,-100.75,2021,Corn,5/23/2021,95,POINT (-100.75 37.5),Kansas
ID_37.5_-101.0,Field_37.5_-101.0,37.5,-101.0,2021,Corn,5/22/2021,95,POINT (-101 37.5),Kansas
ID_37.5_-101.25,Field_37.5_-101.25,37.5,-101.25,2021,Corn,5/22/2021,94,POINT (-101.25 37.5),Kansas
ID_37.5_-101.5,Field_37.5_-101.5,37.5,-101.5,2021,Corn,5/21/2021,92,POINT (-101.5 37.5),Kansas
ID_37.5_-102.0,Field_37.5_-102.0,37.5,-102.0,2021,Corn,5/30/2021,89,POINT (-102 37.5),Kansas
ID_37.5_-88.25,Field_37.5_-88.25,37.5,-88.25,2021,Corn,5/17/2021,96,POINT (-88.25 37.5),Illinois
ID_37.5_-88.5,Field_37.5_-88.5,37.5,-88.5,2021,Corn,5/17/2021,97,POINT (-88.5 37.5),Illinois
ID_37.5_-88.75,Field_37.5_-88.75,37.5,-88.75,2021,Corn,5/19/2021,96,POINT (-88.75 37.5),Illinois
ID_37.5_-89.0,Field_37.5_-89.0,37.5,-89.0,2021,Corn,5/22/2021,96,POINT (-89 37.5),Illinois
ID_37.5_-89.25,Field_37.5_-89.25,37.5,-89.25,2021,Corn,5/22/2021,96,POINT (-89.25 37.5),Illinois
ID_37.5_-89.5,Field_37.5_-89.5,37.5,-89.5,2021,Corn,5/22/2021,96,POINT (-89.5 37.5),Missouri
ID_37.5_-89.75,Field_37.5_-89.75,37.5,-89.75,2021,Corn,5/18/2021,98,POINT (-89.75 37.5),Missouri
ID_37.5_-90.0,Field_37.5_-90.0,37.5,-90.0,2021,Corn,5/19/2021,99,POINT (-90 37.5),Missouri
ID_37.5_-90.25,Field_37.5_-90.25,37.5,-90.25,2021,Corn,5/20/2021,104,POINT (-90.25 37.5),Missouri
ID_37.5_-90.5,Field_37.5_-90.5,37.5,-90.5,2021,Corn,5/20/2021,107,POINT (-90.5 37.5),Missouri
ID_37.5_-90.75,Field_37.5_-90.75,37.5,-90.75,2021,Corn,5/20/2021,108,POINT (-90.75 37.5),Missouri
ID_37.5_-91.0,Field_37.5_-91.0,37.5,-91.0,2021,Corn,5/20/2021,108,POINT (-91 37.5),Missouri
ID_37.5_-91.25,Field_37.5_-91.25,37.5,-91.25,2021,Corn,5/20/2021,108,POINT (-91.25 37.5),Missouri
ID_37.5_-91.5,Field_37.5_-91.5,37.5,-91.5,2021,Corn,5/20/2021,107,POINT (-91.5 37.5),Missouri
ID_37.5_-91.75,Field_37.5_-91.75,37.5,-91.75,2021,Corn,5/20/2021,106,POINT (-91.75 37.5),Missouri
ID_37.5_-92.0,Field_37.5_-92.0,37.5,-92.0,2021,Corn,5/20/2021,103,POINT (-92 37.5),Missouri
ID_37.5_-92.25,Field_37.5_-92.25,37.5,-92.25,2021,Corn,5/20/2021,104,POINT (-92.25 37.5),Missouri
ID_37.5_-92.5,Field_37.5_-92.5,37.5,-92.5,2021,Corn,5/20/2021,103,POINT (-92.5 37.5),Missouri
ID_37.5_-92.75,Field_37.5_-92.75,37.5,-92.75,2021,Corn,5/20/2021,102,POINT (-92.75 37.5),Missouri
ID_37.5_-93.0,Field_37.5_-93.0,37.5,-93.0,2021,Corn,5/20/2021,100,POINT (-93 37.5),Missouri
ID_37.5_-93.25,Field_37.5_-93.25,37.5,-93.25,2021,Corn,5/9/2021,107,POINT (-93.25 37.5),Missouri
ID_37.5_-93.5,Field_37.5_-93.5,37.5,-93.5,2021,Corn,5/9/2021,106,POINT (-93.5 37.5),Missouri
ID_37.5_-93.75,Field_37.5_-93.75,37.5,-93.75,2021,Corn,5/4/2021,103,POINT (-93.75 37.5),Missouri
ID_37.5_-94.0,Field_37.5_-94.0,37.5,-94.0,2021,Corn,5/4/2021,103,POINT (-94 37.5),Missouri
ID_37.5_-94.75,Field_37.5_-94.75,37.5,-94.75,2021,Corn,4/26/2021,104,POINT (-94.75 37.5),Kansas
ID_37.5_-95.0,Field_37.5_-95.0,37.5,-95.0,2021,Corn,5/1/2021,101,POINT (-95 37.5),Kansas
ID_37.5_-95.25,Field_37.5_-95.25,37.5,-95.25,2021,Corn,5/1/2021,101,POINT (-95.25 37.5),Kansas
ID_37.5_-95.5,Field_37.5_-95.5,37.5,-95.5,2021,Corn,5/1/2021,101,POINT (-95.5 37.5),Kansas
ID_37.5_-95.75,Field_37.5_-95.75,37.5,-95.75,2021,Corn,5/3/2021,101,POINT (-95.75 37.5),Kansas
ID_37.5_-96.0,Field_37.5_-96.0,37.5,-96.0,2021,Corn,4/28/2021,111,POINT (-96 37.5),Kansas
ID_37.5_-96.25,Field_37.5_-96.25,37.5,-96.25,2021,Corn,4/29/2021,112,POINT (-96.25 37.5),Kansas
ID_37.5_-96.5,Field_37.5_-96.5,37.5,-96.5,2021,Corn,4/29/2021,113,POINT (-96.5 37.5),Kansas
ID_37.5_-96.75,Field_37.5_-96.75,37.5,-96.75,2021,Corn,5/3/2021,106,POINT (-96.75 37.5),Kansas
ID_37.5_-97.0,Field_37.5_-97.0,37.5,-97.0,2021,Corn,5/3/2021,103,POINT (-97 37.5),Kansas
ID_37.5_-97.25,Field_37.5_-97.25,37.5,-97.25,2021,Corn,5/4/2021,103,POINT (-97.25 37.5),Kansas
ID_37.5_-97.5,Field_37.5_-97.5,37.5,-97.5,2021,Corn,5/4/2021,102,POINT (-97.5 37.5),Kansas
ID_37.5_-97.75,Field_37.5_-97.75,37.5,-97.75,2021,Corn,5/4/2021,102,POINT (-97.75 37.5),Kansas
ID_37.5_-98.0,Field_37.5_-98.0,37.5,-98.0,2021,Corn,5/4/2021,102,POINT (-98 37.5),Kansas
ID_37.5_-98.5,Field_37.5_-98.5,37.5,-98.5,2021,Corn,5/21/2021,94,POINT (-98.5 37.5),Kansas
ID_37.5_-98.75,Field_37.5_-98.75,37.5,-98.75,2021,Corn,5/21/2021,95,POINT (-98.75 37.5),Kansas
ID_37.5_-99.0,Field_37.5_-99.0,37.5,-99.0,2021,Corn,5/21/2021,96,POINT (-99 37.5),Kansas
ID_37.5_-99.5,Field_37.5_-99.5,37.5,-99.5,2021,Corn,5/17/2021,98,POINT (-99.5 37.5),Kansas
ID_37.5_-99.75,Field_37.5_-99.75,37.5,-99.75,2021,Corn,5/17/2021,98,POINT (-99.75 37.5),Kansas
ID_37.75_-100.25,Field_37.75_-100.25,37.75,-100.25,2021,Corn,5/18/2021,94,POINT (-100.25 37.75),Kansas
ID_37.75_-100.5,Field_37.75_-100.5,37.75,-100.5,2021,Corn,5/17/2021,95,POINT (-100.5 37.75),Kansas
ID_37.75_-100.75,Field_37.75_-100.75,37.75,-100.75,2021,Corn,5/23/2021,95,POINT (-100.75 37.75),Kansas
ID_37.75_-101.0,Field_37.75_-101.0,37.75,-101.0,2021,Corn,5/23/2021,94,POINT (-101 37.75),Kansas
ID_37.75_-101.25,Field_37.75_-101.25,37.75,-101.25,2021,Corn,5/23/2021,95,POINT (-101.25 37.75),Kansas
ID_37.75_-101.5,Field_37.75_-101.5,37.75,-101.5,2021,Corn,5/21/2021,94,POINT (-101.5 37.75),Kansas
ID_37.75_-101.75,Field_37.75_-101.75,37.75,-101.75,2021,Corn,5/29/2021,91,POINT (-101.75 37.75),Kansas
ID_37.75_-102.0,Field_37.75_-102.0,37.75,-102.0,2021,Corn,5/24/2021,94,POINT (-102 37.75),Kansas
ID_37.75_-88.25,Field_37.75_-88.25,37.75,-88.25,2021,Corn,5/21/2021,93,POINT (-88.25 37.75),Illinois
ID_37.75_-88.5,Field_37.75_-88.5,37.75,-88.5,2021,Corn,5/21/2021,93,POINT (-88.5 37.75),Illinois
ID_37.75_-88.75,Field_37.75_-88.75,37.75,-88.75,2021,Corn,5/19/2021,94,POINT (-88.75 37.75),Illinois
ID_37.75_-89.0,Field_37.75_-89.0,37.75,-89.0,2021,Corn,5/19/2021,94,POINT (-89 37.75),Illinois
ID_37.75_-89.25,Field_37.75_-89.25,37.75,-89.25,2021,Corn,5/19/2021,94,POINT (-89.25 37.75),Illinois
ID_37.75_-89.5,Field_37.75_-89.5,37.75,-89.5,2021,Corn,5/5/2021,105,POINT (-89.5 37.75),Illinois
ID_37.75_-89.75,Field_37.75_-89.75,37.75,-89.75,2021,Corn,5/21/2021,96,POINT (-89.75 37.75),Missouri
ID_37.75_-90.0,Field_37.75_-90.0,37.75,-90.0,2021,Corn,5/22/2021,96,POINT (-90 37.75),Missouri
ID_37.75_-90.25,Field_37.75_-90.25,37.75,-90.25,2021,Corn,5/14/2021,102,POINT (-90.25 37.75),Missouri
ID_37.75_-90.5,Field_37.75_-90.5,37.75,-90.5,2021,Corn,5/20/2021,106,POINT (-90.5 37.75),Missouri
ID_37.75_-90.75,Field_37.75_-90.75,37.75,-90.75,2021,Corn,5/21/2021,107,POINT (-90.75 37.75),Missouri
ID_37.75_-91.0,Field_37.75_-91.0,37.75,-91.0,2021,Corn,5/21/2021,107,POINT (-91 37.75),Missouri
ID_37.75_-91.25,Field_37.75_-91.25,37.75,-91.25,2021,Corn,5/21/2021,107,POINT (-91.25 37.75),Missouri
ID_37.75_-91.5,Field_37.75_-91.5,37.75,-91.5,2021,Corn,5/20/2021,106,POINT (-91.5 37.75),Missouri
ID_37.75_-91.75,Field_37.75_-91.75,37.75,-91.75,2021,Corn,5/20/2021,104,POINT (-91.75 37.75),Missouri
ID_37.75_-92.0,Field_37.75_-92.0,37.75,-92.0,2021,Corn,5/20/2021,102,POINT (-92 37.75),Missouri
ID_37.75_-92.25,Field_37.75_-92.25,37.75,-92.25,2021,Corn,5/20/2021,101,POINT (-92.25 37.75),Missouri
